x,y
92.08246983528743,475.1335866497958
99.89870200392818,517.9089752439505
100.66401796686071,518.7852282053484
102.58084849801881,532.5419476064404
104.38921308628669,543.998670738361
95.38803966730072,493.65388435301253
104.6346440560161,538.1801751888205
92.76284505625627,480.55148420535306
102.98516103960046,533.3238594504339
99.86512946936611,519.7575181913222
103.14615183806437,531.9658166111699
99.02010292435435,512.894229017539
109.70516036731364,565.1022785707577
100.75964876934678,522.623121542821
110.01326843970226,565.3126429850856
105.37729493582165,543.1418227638023
97.0503321145209,501.36163402884057
101.49438436533346,527.0147105212095
99.09954202268288,513.8601607985141
98.54041228594618,511.48949572742254
100.6912536889158,523.2068347995539
96.20175566894248,501.9183690557841
100.18509516205134,518.6918063615205
101.49714001874672,527.4267786744462
101.52143159824985,524.6973946634081
98.64990529724966,507.457027920747
99.507595875316,517.1071422274501
89.78086629966796,465.6824269578318
99.82091843684837,516.5690285328251
94.34912560991526,486.0476349728328
96.75562713359015,503.4725644071202
101.4622911123253,522.4653611309917
104.45035972604326,541.6156418985354
100.87616186963378,525.9332539804606
104.4584135304059,540.1080735695127
98.10382866407721,507.23280390228416
104.46231731215273,540.6352395450799
100.32525667112301,517.7522939778673
107.0198149249129,551.8571599576286
101.45049718498346,524.2817245604402
96.88204910247578,500.9928313028075
98.7755617906594,513.4039907077228
98.53254157475142,507.51473974138503
101.852091040499,527.9276838287539
99.9419663647563,516.3534099843989
108.30804947978609,558.7839019849089
101.03331447098411,521.8923179997604
95.39303108276395,490.6612769700047
96.92529765499292,504.628326656857
96.32511279107298,498.488684930014
103.57962420818812,536.2801584134407
104.7246505346546,539.4806410428654
95.83068862245548,495.67428318537605
106.65990942609778,549.482248428471
102.85768302712682,530.3521072268328
95.67791108150473,493.58703836625676
96.04878834847858,498.2832901449412
97.04478787124778,503.62817742651106
106.27331626772752,553.5506000794378
101.02086818325054,523.5973101728272
98.27955942551132,509.75097730350996
95.8689817864748,494.00446247917574
95.45131557613358,492.2603019499438
100.43662379197801,516.582806476671
107.03409081862607,551.3404283983866
96.16133949881292,497.9701367218747
99.64088071333532,516.5694981618393
104.85010307195083,542.9265805716884
104.46853013895998,538.7032139367304
97.80755493982744,502.8783073015405
98.98415978202338,508.5907560605423
96.42697170469688,499.7112634219426
106.58700107351214,547.6091893946456
105.78131780360694,548.1962826586323
98.19895424845453,506.1098488959492
95.56312288047413,497.9956369921056
108.05537761540366,558.4254635647472
96.67801283647393,498.44255375947284
